"","X","brand","model","model_year","milage","fuel_type","engine","transmission","ext_col","int_col","accident","clean_title","price","HighValueCar","engine_power_numeric"
"143",143,"Audi","S7 4.0T Premium Plus",2017,52500,"Gasoline","450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Gray","Gray","None reported","Yes",39999,0,3.6624
"144",144,"GMC","Acadia SLT-1",2011,120000,"Gasoline","288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Silver","Gray","None reported","Yes",7500,0,3.6624
"145",145,"Alfa","Romeo Stelvio Ti Sport",2020,18665,"Gasoline","2.0L I4 16V GDI SOHC Turbo","8-Speed Automatic","Lunare White Metallic","Ice","None reported","Yes",35645,0,2.0416
"146",146,"Ferrari","FF Base",2016,19987,"Gasoline","651.0HP 6.3L 12 Cylinder Engine Gasoline Fuel","7-Speed A/T","Black","Brown","None reported","Yes",149900,1,3.6624
"147",147,"Kia","K900 5.0L",2017,36486,"Gasoline","420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Beige","At least 1 accident or damage reported","Yes",23950,0,3.6624
"148",148,"Ford","E150 XLT",2013,162100,"E85 Flex Fuel","255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability","4-Speed A/T","Black","Gray","None reported","Yes",12500,0,3.6624
"149",149,"Tesla","Model 3 Performance",2022,13079,"Electric","455.0HP Electric Motor Electric Fuel System","A/T","Black","White","None reported","Yes",47000,0,455
"150",150,"Toyota","4Runner SR5",2022,28377,"Gasoline","4.0L V6 24V MPFI DOHC","5-Speed Automatic","Silver","Gray","None reported","No",36999,0,4.0624
"151",151,"Subaru","Forester Base",2020,32744,"Gasoline","182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","CVT Transmission","Black","Gray","None reported","Yes",24000,0,3.6624
"152",152,"Porsche","Panamera 2",2012,54000,"Gasoline","300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","A/T","White","–","At least 1 accident or damage reported","Yes",26000,0,3.6624
"153",153,"Toyota","Tacoma PreRunner",2008,202055,"Gasoline","236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel","A/T","Silver","Gray","At least 1 accident or damage reported","Yes",8500,0,3.6624
"154",154,"RAM","2500 Laramie",2019,65000,"Diesel","370.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel","6-Speed A/T","Black","Black","None reported","Yes",65000,1,3.6624
"155",155,"Kia","Sportage Nightfall",2022,9686,"Gasoline","2.4L I4 16V GDI DOHC","6-Speed Automatic","Hyper Red","Black","None reported","Yes",30990,0,2.4416
"156",156,"Cadillac","DTS Base",2010,49620,"Gasoline","275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","A/T","White","Gray","None reported","Yes",10499,0,3.6624
"157",157,"Toyota","Land Cruiser Base",1997,213000,"Gasoline","212.0HP 4.5L Straight 6 Cylinder Engine Gasoline Fuel","4-Speed A/T","White","Beige","None reported","Yes",26500,0,3.6624
"158",158,"Nissan","GT-R Premium",2020,16010,"Gasoline","565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel","A/T","White","Black","None reported","Yes",114000,1,3.6624
"159",159,"Lexus","NX 350 F SPORT Handling",2023,820,"Gasoline","2.4 Liter","8-SPEED AT","Black","Black","None reported","No",51998,1,2.4
"160",160,"Audi","Q7 45 Premium Plus",2021,68000,"Gasoline","248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","8-Speed A/T","Blue","Black","None reported","Yes",36499,0,3.6624
"161",161,"Lexus","LX 470 Base",1999,82000,"Gasoline","230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel","A/T","White","Beige","None reported","Yes",25000,0,3.6624
"162",162,"GMC","Terrain SLE",2022,27352,"Gasoline","1.5L I4 16V GDI DOHC Turbo","9-Speed Automatic","Summit White","Jet Black","None reported","No",27785,0,1.5416
"163",163,"Ford","Escape Limited",2012,129000,"Gasoline","171.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","A/T","White","Gray","At least 1 accident or damage reported","Yes",7000,0,3.6624
"164",164,"Lexus","LS 460 L",2014,106731,"Gasoline","360.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Beige","At least 1 accident or damage reported","Yes",30000,0,3.6624
"165",165,"Ford","Expedition Platinum",2019,34672,"Gasoline","400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","10-Speed A/T","White","White","None reported","Yes",45500,0,3.6624
"166",166,"Chevrolet","Malibu LTZ",2010,55900,"Gasoline","252.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Beige","Beige","None reported","Yes",8950,0,3.6624
"167",167,"Audi","RS 7 4.0T quattro",2023,3158,"Gasoline","4.0L V8 32V GDI DOHC Twin Turbo","1-Speed Automatic","Daytona Gray Pearl Effect","Black / Express Red","None reported","No",128900,1,4.0832
"168",168,"Audi","A5 2.0T Premium Plus",2015,82000,"Gasoline","220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Brown","None reported","Yes",17000,0,3.6624
"169",169,"Genesis","G70 2.0T",2023,4785,"Gasoline","2.0L I4 16V GDI DOHC Turbo","Automatic","Vik Black","Obsidian Black","None reported","Yes",42850,0,2.0416
"170",170,"Chevrolet","Trailblazer LS",2021,20497,"Gasoline","1.3L I3 12V GDI DOHC Turbo","9-Speed Automatic","Pacific Blue Metallic","Black","None reported","No",22999,0,1.3312
"171",171,"Scion","tC Base",2013,177600,"Gasoline","180.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","Silver","Black","At least 1 accident or damage reported","Yes",7100,0,3.6624
"172",172,"Lincoln","MKZ Hybrid Base",2014,78568,"Hybrid","188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid","A/T","Blue","Beige","None reported","Yes",15500,0,3.6624
"173",173,"Ford","Transit-350 XL",2018,95000,"E85 Flex Fuel","275.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability","A/T","White","Gray","None reported","Yes",43000,0,3.6624
"174",174,"Porsche","911 GT2 RS",2018,4529,"Gasoline","3.8L H6 24V GDI DOHC Twin Turbo","7-Speed Automatic with Auto-Shift","Black","Black","None reported","Yes",417500,1,3.8624
"175",175,"Ford","Explorer Timberline",2021,25240,"Gasoline","2.3L I4 16V GDI DOHC Turbo","10-Speed Automatic","Gray","Ebony","At least 1 accident or damage reported","No",39951,0,2.3416
"176",176,"Volvo","XC90 3.2",2011,88300,"Gasoline","235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel","A/T","Blue","Beige","At least 1 accident or damage reported","Yes",11500,0,3.6624
"177",177,"Chevrolet","Avalanche LTZ",2013,98000,"E85 Flex Fuel","320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability","6-Speed A/T","Silver","Black","At least 1 accident or damage reported","Yes",27499,0,3.6624
"178",178,"Audi","TT RS 2.5T",2018,20675,"Gasoline","400.0HP 2.5L 5 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Gray","Gray","None reported","Yes",76000,1,3.6624
"179",179,"Lincoln","Navigator L",2008,95000,"Gasoline","300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",10900,0,3.6624
"180",180,"Hyundai","Elantra GLS",2010,107000,"Gasoline","138.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","4-Speed A/T","Blue","Blue","At least 1 accident or damage reported","Yes",6250,0,3.6624
"181",181,"Audi","SQ5 3.0T Premium Plus",2016,60000,"Gasoline","354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Black","At least 1 accident or damage reported","Yes",24700,0,3.6624
"182",182,"Mitsubishi","Lancer Evolution GSR",2012,33000,"Gasoline","291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","5-Speed M/T","Black","Black","None reported","Yes",34999,0,3.6624
"183",183,"Tesla","Model Y Performance",2023,500,"Electric","455.0HP Electric Motor Electric Fuel System","1-Speed A/T","Black","White","None reported","Yes",60000,1,455
"184",184,"Mercedes-Benz","Maybach S S 600",2016,108500,"Gasoline","523.0HP 6.0L 12 Cylinder Engine Gasoline Fuel","7-Speed A/T","White","Beige","None reported","Yes",63500,1,3.6624
"185",185,"Nissan","GT-R Premium",2017,37800,"Gasoline","565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Orange","Orange","None reported","Yes",149500,1,3.6624
"186",186,"Mercedes-Benz","GLS 550 Base 4MATIC",2018,74422,"Gasoline","4.7 Liter Twin Turbo","Automatic","Obsidian Black Metallic","Gray","None reported","No",44798,0,4.7
"187",187,"Chevrolet","Blazer Premier",2019,55621,"Gasoline","3.6L V6 24V GDI DOHC","9-Speed Automatic","Silver Ice Metallic","Jet Black","None reported","No",34562,0,3.6624
"188",188,"Mazda","CX-9 Grand Touring",2021,46707,"Gasoline","2.5L I4 16V GDI DOHC Turbo","6-Speed Automatic","Sonic Silver Metallic","Black","At least 1 accident or damage reported","Yes",32541,0,2.5416
"189",189,"Ford","Expedition Max Limited",2022,26500,"Gasoline","440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","A/T","White","Beige","None reported","Yes",65900,1,3.6624
"190",190,"Nissan","Titan XD SV",2020,10001,"Gasoline","5.6L V8 32V GDI DOHC","9-Speed Automatic","Black","Black","None reported","Yes",47214,0,5.6832
"191",191,"Lexus","LX 570 Three-Row",2019,19050,"Gasoline","383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Beige","None reported","Yes",76900,1,3.6624
"192",192,"Chevrolet","Traverse Premier",2020,52000,"Gasoline","310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","A/T","White","Black","None reported","Yes",35800,0,3.6624
"193",193,"Mercedes-Benz","Sprinter High Roof",2014,65000,"Diesel","188.0HP 3.0L V6 Cylinder Engine Diesel Fuel","7-Speed A/T","Black","Black","At least 1 accident or damage reported","Yes",54999,1,3.6624
"194",194,"BMW","X5 3.0i",2004,140000,"Gasoline","225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Beige","None reported","Yes",6730,0,3.6624
"195",195,"Ford","Fusion SE",2018,75600,"Gasoline","181.0HP 1.5L 4 Cylinder Engine Gasoline Fuel","A/T","Blue","Black","At least 1 accident or damage reported","Yes",14950,0,3.6624
"196",196,"Lincoln","MKZ Base",2015,117292,"Gasoline","240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","A/T","Beige","Beige","None reported","Yes",12000,0,3.6624
"197",197,"Ford","GT",2005,1897,"Gasoline","5.4 Liter SC DOHC","Manual","White","–","None reported","No",429998,1,5.4
"198",198,"Genesis","G90 5.0 Ultimate",2017,26000,"Gasoline","420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Beige","None reported","Yes",33600,0,3.6624
"199",199,"Lexus","LC 500 Base",2022,2071,"Gasoline","5.0L V8 32V PDI DOHC","Automatic","Nightfall Mica","Caramel","None reported","No",99950,1,5.0832
"200",200,"Ford","Shelby GT500 Base",2014,15629,"Gasoline","5.8L V8 32V MPFI DOHC Supercharged","6-Speed Manual","Black","Black","None reported","No",61900,1,5.8832
"201",201,"Saturn","Sky Base",2008,15020,"Gasoline","173.0HP 2.4L 4 Cylinder Engine Gasoline Fuel","A/T","Silver","Red","None reported","Yes",18500,0,3.6624
"202",202,"Audi","RS Q8 4.0T quattro",2022,11322,"Gasoline","4.0L V8 32V GDI DOHC Twin Turbo","8-Speed Automatic","Daytona Gray Pearl Effect","Black / Express Red","None reported","No",119900,1,4.0832
"203",203,"Toyota","Land Cruiser",2016,50361,"Gasoline","5.7 Liter","Automatic","Silver","Black","None reported","No",65998,1,5.7
"204",204,"Mercedes-Benz","SL-Class SL 550",2013,115000,"Gasoline","429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Black","At least 1 accident or damage reported","Yes",36000,0,3.6624
"205",205,"Porsche","911 Carrera C2S",2005,28500,"Gasoline","355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel","6-Speed M/T","Silver","Black","None reported","Yes",63500,1,3.6624
"206",206,"Mercedes-Benz","AMG GLA 45 Base 4MATIC",2018,51700,"Gasoline","375.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Black","None reported","Yes",32000,0,3.6624
"207",207,"Ford","Taurus X Limited",2008,148949,"Gasoline","263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","A/T","Blue","Beige","None reported","Yes",3900,0,3.6624
"208",208,"BMW","440 Gran Coupe i",2018,39300,"Gasoline","320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Beige","At least 1 accident or damage reported","Yes",31750,0,3.6624
"209",209,"Honda","S2000 CR",2008,82323,"Gasoline","237.0HP 2.2L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","Black","Black","None reported","Yes",28500,0,3.6624
"210",210,"Acura","Integra w/A-Spec Tech Package",2023,3574,"Gasoline","1.5 Liter Turbo","Variable","Apex Blue","Orchid","None reported","No",34998,0,1.5
"211",211,"Ford","Excursion Limited",2001,109357,"Gasoline","310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel","A/T","Green","Beige","None reported","Yes",12749,0,3.6624
"212",212,"Mercedes-Benz","SL-Class SL500 Roadster",2004,46000,"Gasoline","302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","A/T","White","Gray","None reported","Yes",18853,0,3.6624
"213",213,"Mercedes-Benz","CLS-Class CLS 550",2007,123112,"Gasoline","382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel","A/T","Silver","Black","At least 1 accident or damage reported","Yes",104999,1,3.6624
"214",214,"INFINITI","G35 Sport",2007,37100,"Gasoline","306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","6-Speed M/T","Gray","Black","None reported","Yes",16900,0,3.6624
"215",215,"Volkswagen","Golf GTI 2.0T S 4-Door",2016,89000,"Gasoline","210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","Silver","Black","None reported","Yes",14500,0,3.6624
"216",216,"Dodge","Challenger R/T Scat Pack",2022,1240,"Gasoline","6.4L V8 16V MPFI OHV","8-Speed Automatic","Go Mango!","Black","None reported","No",53900,1,6.4816
"217",217,"Lincoln","Navigator L Reserve",2019,67073,"Gasoline","450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","10-Speed A/T","Black","Black","At least 1 accident or damage reported","Yes",47999,0,3.6624
"218",218,"Tesla","Model X Base",2023,8200,"Electric","670.0HP Electric Motor Electric Fuel System","A/T","Black","Black","None reported","Yes",93999,1,670
"219",219,"Mercedes-Benz","AMG G 63 Base",2018,41000,"Gasoline","563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Gray","Black","None reported","Yes",108900,1,3.6624
"220",220,"Ford","Expedition Limited",2018,98995,"Gasoline","3.5 Liter GTDI","Automatic","Ingot Silver Metallic","Ebony","None reported","No",34998,0,3.5
"221",221,"Volkswagen","Routan SE",2012,123815,"Gasoline","283.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Black","Gray","None reported","Yes",5000,0,3.6624
"222",222,"Bugatti","Veyron 16.4 Grand Sport",2011,6330,"Gasoline","8.0L W16 64V GDI DOHC Twin Turbo","7-Speed Automatic with Auto-Shift","White","White","None reported","Yes",1950995,1,8.01664
"223",223,"Toyota","Highlander XLE",2020,61341,"Gasoline","3.5L V6 24V PDI DOHC","8-Speed Automatic","Midnight Black Metallic","Black","At least 1 accident or damage reported","No",34084,0,3.5624
"224",224,"Honda","Civic LX",2016,96473,"Gasoline","2.0L I4 16V MPFI DOHC","Automatic CVT","Black","Black","None reported","No",15599,0,2.0416
"225",225,"Jeep","Wrangler Unlimited Sahara",2017,66107,"Gasoline","3.6L V6 24V MPFI DOHC","5-Speed Automatic","Black Clearcoat","Black","None reported","No",31331,0,3.6624
"226",226,"Land","Rover Range Rover Supercharged",2008,114287,"Gasoline","400.0HP 4.2L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","Black","Black","None reported","Yes",9900,0,3.6624
"227",227,"Acura","ILX 2.0L w/Premium Package",2015,75000,"Gasoline","150.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","5-Speed A/T","Gold","Beige","None reported","Yes",14500,0,3.6624
"228",228,"Polestar","2 Launch Edition",2021,12172,"Electric","Electric","1-Speed Automatic","Thunder Gray","Charcoal","None reported","No",35999,0,3.6624
"229",229,"BMW","X6 sDrive35i",2016,70582,"Gasoline","300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","White","At least 1 accident or damage reported","Yes",35000,0,3.6624
"230",230,"Porsche","Cayman S",2014,33088,"Gasoline","325.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel","7-Speed A/T","Black","Black","None reported","Yes",49750,0,3.6624
"231",231,"Lincoln","Corsair Grand Touring",2021,1850,"Plug-In Hybrid","266.0HP 2.5L 4 Cylinder Engine Plug-In Electric/Gas","CVT Transmission","Silver","Beige","None reported","Yes",49000,0,3.6624
"232",232,"Cadillac","DTS Luxury II",2008,94155,"Gasoline","275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","4-Speed A/T","White","Beige","None reported","Yes",10500,0,3.6624
"233",233,"Cadillac","ATS 3.6L Luxury",2016,25000,"Gasoline","335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Red","Beige","None reported","Yes",17999,0,3.6624
"234",234,"GMC","Sierra 1500 SLT",2016,99500,"Gasoline","355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Gray","Black","None reported","Yes",27995,0,3.6624
"235",235,"INFINITI","G37 x",2009,158564,"Gasoline","328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel","A/T","Blue","Beige","None reported","Yes",8750,0,3.6624
"236",236,"Ford","Transit-350 XLT",2023,20000,"Gasoline","310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","10-Speed A/T","Black","Black","None reported","Yes",78499,1,3.6624
"237",237,"Cadillac","XTS Luxury",2018,46711,"Gasoline","304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Silver","Black","At least 1 accident or damage reported","Yes",20850,0,3.6624
"238",238,"Nissan","NV Passenger NV3500 HD SL V8",2017,46496,"Gasoline","375.0HP 5.6L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Gray","None reported","Yes",41000,0,3.6624
"239",239,"Mercedes-Benz","GLS 450 Base 4MATIC",2019,19800,"Gasoline","362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","9-Speed A/T","Silver","Black","None reported","Yes",53800,1,3.6624
"240",240,"Toyota","Land Cruiser Base",2008,175000,"Gasoline","381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","Black","Beige","At least 1 accident or damage reported","Yes",37900,0,3.6624
"241",241,"Toyota","Land Cruiser Base",2016,61500,"Gasoline","381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Black","None reported","Yes",63500,1,3.6624
"242",242,"RAM","ProMaster 2500 Window Van High Roof",2016,49750,"Gasoline","280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Black","Gray","None reported","Yes",65000,1,3.6624
"243",243,"Lamborghini","Gallardo Base",2007,38800,"Gasoline","493.0HP 5.0L 10 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Orange","Orange","None reported","Yes",1e+05,1,3.6624
"244",244,"Lincoln","MKZ Base",2011,83765,"Gasoline","263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",8995,0,3.6624
"245",245,"Mercedes-Benz","EQS 450 4MATIC",2023,7388,"Electric","355.0HP Electric Motor Electric Fuel System","1-Speed A/T","Gray","Beige","None reported","Yes",105500,1,355
"246",246,"Lamborghini","Huracan Tecnica Coupe",2023,278,"Gasoline","5.2L V-10 gasoline direct injection, DOHC, variable valve contro","Automatic","Bianco Monocerus","Nero Ade","None reported","No",359991,1,5.21
"247",247,"Alfa","Romeo Giulia Quadrifoglio",2022,1966,"Gasoline","2.9L V6 24V GDI DOHC Twin Turbo","8-Speed Automatic","Verde","Black","None reported","No",75900,1,2.9624
"248",248,"Chevrolet","Trailblazer LT",2021,50648,"Gasoline","1.2L I3 12V GDI DOHC Turbo","Automatic CVT","Pacific Blue Metallic","Jet Black","None reported","No",23995,0,1.2312
"249",249,"Lamborghini","Urus Base",2021,13692,"Gasoline","641.0HP 4.0L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Red","None reported","Yes",257000,1,3.6624
"250",250,"INFINITI","G37 x",2013,60058,"Gasoline","328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel","A/T","White","Beige","At least 1 accident or damage reported","Yes",15000,0,3.6624
"251",251,"Maserati","Levante S",2017,54423,"Gasoline","424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Black","None reported","Yes",33950,0,3.6624
"252",252,"Toyota","Highlander Limited",2022,24001,"Gasoline","3.5L V6 24V PDI DOHC","8-Speed Automatic","Wind Chill Pearl","Graphite","None reported","No",47498,0,3.5624
"253",253,"Nissan","Armada SL",2022,14735,"Gasoline","5.6 Liter","Automatic","White","Black","None reported","No",50998,0,5.6
"254",254,"Audi","Q5 Premium",2023,2425,"Hybrid","2.0 Liter TFSI","Automatic","Mythos Black","–","None reported","No",42998,0,2
"255",255,"Ford","Shelby GT500 Base",2022,2050,"Gasoline","760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Gray","Black","None reported","Yes",94999,1,3.6624
