Observed Reentry Date (UTC),Object Name,International Designator,SSN,TLE Epoch (UTC),Aerospace Reentry Prediction (UTC),Aerospace Stated Uncertainty 20% Rule (+/- hrs),Country of Origin,Type,Sighting Location,Sighting Latitude,Sighting Longitude,Debris Recovery Location,Recovery Latitude,Recovery Longitude
N/A,SL-4 R/B,2017-033B,42757,2017-06-17T02:22:21.944000Z,2017-06-17T14:44:00Z,3.0,Russia,R/B,,,,,,
N/A,SL-6 R/B (2),1974-056D,7382,2017-05-30T21:42:46Z,2017-05-31T17:37:00Z,5.0,Russia,R/B,,,,,,
2017-05-27T23:18:00Z,CZ-4B R/B,2014-049C,40120,2017-05-27T18:14:31Z,2017-05-28T01:58:00Z,1.0,China,R/B,"Singa, Sudan",,,,,
N/A,DELTA-1 R/B,1975-072B,8063,2017-05-20T10:37:19.383000Z,2017-05-20T16:14:00Z,1.0,USA,R/B,,,,,,
2017-05-18T19:26:00Z,CZ-7 R/B,2017-021B,42685,2017-05-18T11:49:23.598000Z,2017-05-18T21:50:00Z,2.0,China,R/B,"Tashkent, Uzbekistan",,,,,
N/A,SL-6 R/B,1976-006D,8701,2017-05-04T15:20:51Z,2017-05-05T04:00:00Z,3.0,Russia,R/B,,,,,,
N/A,SL-14 R/B,2001-032B,26874,2017-04-26T21:04:12Z,2017-04-27T11:33:00Z,4.0,Russia,R/B,,,,,,
N/A,Breeze-M DEB,2013-062C,39377,2017-04-20T19:52:48.182000Z,2017-04-21T15:59:00Z,5.0,Russia,Debris,,,,,,
N/A,CZ-4 DEB,2006-046D,29508,2017-04-19T21:44:52.104000Z,2017-04-21T03:47:00Z,7.0,China,Debris,,,,,,
N/A,ARIANE 44L DEB,2002-015C,27401,2017-04-11T18:31:24Z,2017-04-12T22:31:00Z,7.0,French Guiana,Debris,,,,,,
N/A,KT-2A R/B,2017-012B,42062,2017-04-07T21:32:21Z,2017-04-08T02:22:00Z,1.0,China,Debris,,,,,,
N/A,CZ-4 DEB,2004-035D,28416,2017-03-10T08:58:00Z,2017-03-10T16:47:00Z,1.0,China,Debris,,,,,,
N/A,SL-6 R/B,1998-076D,19448,2017-02-07T05:22:00Z,2017-02-07T13:11:00Z,1.0,Russia,R/B,,,,,,
N/A,CZ-2D R/B,2016-083D,41910,2017-01-23T16:35:00Z,2017-01-23T23:37:00Z,2.0,China,R/B,,,,,,
N/A,CZ-4B R/B,2016-033D,41559,2017-01-08T02:24:11Z,2017-01-08T05:48:00Z,1.0,China,R/B,,,,,,
N/A,Ariane 5 DEB,2007-036C,32020,2017-01-06T13:59:12Z,2017-01-07T21:11:00Z,8.0,French Guiana,R/B,,,,,,
N/A,Molniya 3-51,2001-030A,26867,2016-12-19T04:06:00Z,2016-12-19T12:20:00Z,2.0,Russia,Payload,,,,,,
N/A,SL-4 R/B,2016-070B,41865,2016-11-21T12:26:00Z,2016-11-21T18:13:00Z,1.0,Russia,R/B,,,,,,
N/A,Ariane 5 Debris ,2012-062D,38994,2016-11-07T22:09:00Z,2016-11-08T03:16:00Z,1.0,France,Debris,,,,,,
N/A,Antares R/B,2016-062B,41819,2016-11-06T15:14:00Z,2016-11-06T20:05:00Z,1.0,USA,R/B,,,,,,
N/A,CZ-2F R/B,2016-061B,41813,2016-11-03T22:21:00Z,2016-11-03T23:38:00Z,1.0,China,R/B,,,,,,
N/A,AVUM R/B,2012-006K,38086,2016-11-02T01:49:00Z,2016-11-02T07:29:00Z,1.0,French Guiana,R/B,,,,"Tamil Nadu, India",,
N/A,Ariane 5 R/B,2009-035B,35497,2016-10-31T07:35:00Z,2016-10-31T17:51:00Z,3.0,France,R/B,,,,,,
N/A,IGS 3A,2006-037A,29393,2016-10-29T13:15:00Z,2016-10-29T16:37:00Z,1.0,Japan,Payload,,,,,,
N/A,SL-4 R/B,2016-063B,41821,2016-10-22T22:43:00Z,2016-10-23T07:16:00Z,2.0,Russia,R/B,,,,,,
N/A,SL-6 R/B,2004-005B,28164,2016-10-12T21:15:00Z,2016-10-12T21:59:00Z,1.0,Russia,R/B,,,,,,
N/A,Kuaizhou 2 (KZ-2),2014-073A,40311,2016-10-09T16:25:00Z,2016-10-09T19:49:00Z,1.0,China,Payload,,,,,,
N/A,SL-6 R/B,1997-054D,24963,2016-09-30T06:25:00Z,2016-09-30T13:06:00Z,1.0,Russia,R/B,,,,,,
N/A,CZ-2F R/B,2016-057B,41766,2016-09-28T23:49:00Z,2016-09-29T22:59:00Z,5.0,China,R/B,,,,,,
N/A,Cosmos 2196,1992-040A,22017,2016-09-27T09:24:00Z,2016-09-27T18:30:00Z,2.0,Russia,Payload,,,,,,
2016-09-26T02:21:00Z,Falcon 9 R/B,2016-050B,41730,2016-09-25T23:52:00Z,2016-09-26T06:58:00Z,1.0,USA,R/B,Indonesia,,,Indonesia,,
N/A,Delta 2 R/B,2003-010C,27706,2016-09-25T22:02:00Z,2016-09-26T00:39:00Z,1.0,USA,R/B,,,,,,
N/A,SL-4 R/B,2016-016B,41387,2016-09-24T10:57:00Z,2016-09-24T15:05:00Z,1.0,Russia,R/B,,,,,,
N/A,Ariane 44L R/B,1990-091C,20874,2016-09-19T19:48:00Z,2016-09-20T13:13:00Z,4.0,France,R/B,,,,,,
N/A,YZ-1A Debris,2016-042C,41626,2016-09-11T08:06:00Z,2016-09-11T09:26:00Z,1.0,China,Debris,,,,,,
N/A,PAGEOS 1,1966-056A,2253,2016-09-02T01:23:00Z,2016-09-02T06:39:00Z,2.0,USA,Payload,,,,,,
N/A,AL-1,2016-042F,41629,2016-08-26T15:44:00Z,2016-08-27T20:42:00Z,7.0,China,Payload,,,,,,
2016-07-28T04:38:00Z,CZ-7 R/B,2016-042E,41628,2016-07-28T02:54:00Z,2016-07-28T04:59:00Z,1.0,China,R/B,"Multiple Sightings, USA",,,,,
2016-07-19T06:32:00Z,SL-4 R/B,2016-045B,41671,2016-07-18T10:16:00Z,2016-07-19T06:10:00Z,5.0,Russia,R/B,"Multiple Sightings, New Zealand",,,,,
N/A,SL-4 R/B,2016-044B,41640,2016-07-09T18:43:00Z,2016-07-10T06:18:00Z,2.0,Russia,R/B,,,,,,
N/A,CZ-3B R/B,2016-001B,41239,2016-07-04T13:21:00Z,2016-07-04T13:52:00Z,1.0,China,R/B,,,,,,
N/A,CZ-3B R/B,2015-067B,41035,2016-07-03T02:33:00Z,2016-07-03T08:54:00Z,1.0,China,R/B,,,,,,
N/A,SJ-10 Module,2016-023E,41455,2016-07-01T14:17:00Z,2016-07-01T15:34:00Z,1.0,China,Debris,,,,,,
N/A,CZ-2C R/B,2012-064D,39000,2016-06-27T18:28:00Z,2016-06-27T19:01:00Z,1.0,China,R/B,,,,,,
N/A,CZ-3B R/B,2015-073B,41104,2016-05-13T18:17:00Z,2016-05-14T06:00:00Z,2.0,China,R/B,,,,,,
N/A,SL-3 R/B,1980-051B,11849,2016-05-13T15:54:00Z,2016-05-13T22:09:00Z,2.0,Russia,R/B,,,,,,
N/A,DART,2005-014A,28642,2016-05-07T04:41:00Z,2016-05-07T09:33:00Z,1.0,USA,Payload,,,,,,
N/A,SL-4 R/B,2016-026D,41467,2016-04-30T06:46:00Z,2016-04-30T12:24:00Z,1.0,Russia,R/B,,,,,,
N/A,CZ-2D R/B,2016-023B,41449,2016-04-18T17:46:00Z,2016-04-19T00:58:00Z,1.0,China,R/B,,,,,,
N/A,Molniya 1-93,2004-005A,28163,2016-04-16T04:14:00Z,2016-04-16T06:00:00Z,1.0,Russia,Payload,,,,,,
N/A,CZ-3B R/B,2015-053B,40939,2016-04-08T02:42:00Z,2016-04-08T08:29:00Z,1.0,China,R/B,,,,,,
N/A,SL-4 R/B,2016-022B,41437,2016-04-03T04:25:00Z,2016-04-03T06:19:00Z,1.0,Russia,R/B,,,,,,
N/A,CZ-3C R/B,2015-019B,40550,2016-03-23T08:30:00Z,2016-03-23T16:13:00Z,1.0,China,R/B,,,,,,
N/A,SL-4 R/B,2016-018B,41392,2016-03-21T02:09:00Z,2016-03-21T08:21:00Z,2.0,Russia,R/B,,,,,,
N/A,SL-4 R/B,2015-071C,41100,2016-03-16T20:24:00Z,2016-03-16T21:45:00Z,1.0,Russia,R/B,,,,,,
N/A,Atlas 1 Centaur R/B,1993-056B,22788,2016-03-13T07:13:00Z,2016-03-15T06:50:00Z,11.0,USA,R/B,,,,,,
2016-03-10T22:58:00Z,JB-3 A,2000-050A,26481,2016-03-10T20:07:00Z,2016-03-11T06:49:00Z,2.0,China,Payload,"La Paz, Bolivia",,,,,
N/A,CZ-4C R/B,2010-038B,36835,2016-03-09T03:29:00Z,2016-03-09T06:55:00Z,1.0,China,R/B,,,,,,
N/A,SL-24 Debris,2011-044K,37797,2016-03-03T14:39:00Z,2016-03-03T18:09:00Z,1.0,Russia,Debris,,,,,,
N/A,SL-4 R/B,2015-009B,40421,2016-03-01T21:13:00Z,2016-03-02T00:27:00Z,1.0,Russia,R/B,,,,,,
2016-01-30T11:59:00Z,CZ-3B R/B,2015-046B,40893,2016-01-30T09:07:00Z,2016-01-30T16:14:00Z,2.0,China,R/B,"Hawaii, USA",,,,,
2016-01-15T05:55:00Z,CZ-3B R/B,2015-059B,40983,2016-01-15T03:45:00Z,2016-01-15T10:20:00Z,3.0,China,R/B,"Multiple Locations, Chile",,,,,
N/A,Breeze-M Debris,2009-027C,34943,2016-01-15T00:20:00Z,2016-01-15T08:37:00Z,2.0,Russia,Debris,,,,,,
N/A,SL-8 Debris,1986-052D,16866,2016-01-03T15:32:00Z,2016-01-03T21:11:00Z,1.0,Russia,Debris,,,,,,
2016-01-01T23:36:00Z,SL-23 R/B,2015-074C,41107,2016-01-01T20:37:00Z,2016-01-02T01:00:00Z,1.0,Russia,R/B,Cambodia,,,"Yen Bai, Vietnam",,
N/A,CZ-4B R/B,2015-064B,41027,2015-12-26T07:25:00Z,2015-12-26T13:06:00Z,1.0,China,R/B,,,,,,
N/A,Minotaur R/B,2013-064AF,39409,2015-12-25T00:38:00Z,2015-12-25T06:55:00Z,1.0,USA,R/B,,,,,,
2015-12-23T02:08:00Z,SL-4 R/B,2015-080B,41178,2015-12-22T22:42:00Z,2015-12-23T02:53:00Z,1.0,Russia,R/B,"California, USA",,,,,
2015-12-17T20:31:00Z,SL-4 R/B,2015-076B,41125,2015-12-17T18:41:00Z,2015-12-17T21:28:00Z,1.0,Russia,R/B,"Newfoundland, Canada",,,,,
N/A,Cosmos 2511,2015-071A,41098,2015-12-08T01:55:00Z,2015-12-08T07:23:00Z,1.0,Russia,Payload,,,,,,
N/A,CZ-3B R/B,2010-042B,37151,2015-12-04T12:22:00Z,2015-12-04T19:28:00Z,2.0,China,R/B,,,,,,
N/A,C/NOFS,2008-017A,32765,2015-11-27T16:09:00Z,2015-11-28T16:20:00Z,5.0,USA,Payload,,,,,,
N/A,ETS 7,1997-074B,25064,2015-11-13T13:14:00Z,2015-11-13T15:01:00Z,1.0,Japan,Payload,,,,,,
2015-11-04T09:56:00Z,NFIRE,2007-014A,31140,2015-11-04T08:11:00Z,2015-11-04T10:56:00Z,1.0,USA,Payload,"Multiple Locations, USA",,,,,
N/A,Ariane 5 Debris ,2010-056D,37209,2015-10-30T20:00:00Z,2015-11-04T01:59:00Z,25.0,France,Debris,,,,,,
N/A,SL-24 Debris,2013-042C,39229,2015-10-05T04:47:00Z,2015-10-09T18:55:00Z,27.0,Russia,Debris,,,,,,
N/A,SL-4 R/B,2015-055B,40945,2015-10-03T06:52:00Z,2015-10-03T19:57:00Z,3.0,Russia,R/B,,,,,,
N/A,CZ-11 R/B,2015-051E,40929,2015-10-02T03:11:00Z,2015-10-02T07:22:00Z,1.0,China,R/B,,,,,,
N/A,Delta 2 R/B,2009-014B,34662,2015-09-28T01:18:00Z,2015-09-28T15:59:00Z,3.0,USA,R/B,,,,,,
N/A,Ariane 5 Debris ,2011-049D,37812,2015-09-18T11:31:00Z,2015-09-19T13:31:00Z,6.0,France,Debris,,,,,,
N/A,CZ-4B R/B,2015-030B,40702,2015-09-07T19:35:00Z,2015-09-08T02:45:00Z,2.0,China,R/B,,,,,,
N/A,SL-4 R/B,2015-043B,40886,2015-09-04T18:15:00Z,2015-09-05T02:00:00Z,1.0,Russia,R/B,,,,,,
N/A,Kuaizhou 1 (KZ-1),2013-053A,39262,2015-09-01T03:29:00Z,2015-09-01T05:30:00Z,1.0,China,Payload,,,,,,
2015-08-31T09:03:00Z,Cosmos 1315,1981-103A,12903,2015-08-31T06:03:00Z,2015-08-31T10:56:00Z,1.0,Russia,Payload,"Hawaii, USA",,,,,
N/A,SL-4 R/B,2015-029B,40700,2015-08-17T06:44:00Z,2015-08-17T13:56:00Z,2.0,Russia,R/B,,,,,,
N/A,Molniya 1-42,1978-080A,11007,2015-08-11T08:17:00Z,2015-08-11T17:30:00Z,2.0,Russia,Payload,,,,,,
N/A,H-2A R/B,2011-075B,37955,2015-08-07T22:28:00Z,2015-08-07T23:48:00Z,1.0,Japan,R/B,,,,,,
N/A,SL-4 R/B,2014-086B,40359,2015-08-01T03:54:00Z,2015-08-01T10:18:00Z,2.0,Russia,R/B,,,,,,
2015-07-25T06:01:00Z,SL-4 R/B,2015-035B,40745,2015-07-25T01:45:00Z,2015-07-25T10:24:00Z,2.0,Russia,R/B,French Polynesia,,,,,
N/A,SL-8 R/B,1983-111B,14484,2015-07-24T22:19:00Z,2015-07-25T07:32:00Z,2.0,Russia,R/B,,,,,,
N/A,SL-24 Debris,2013-066AK,39449,2015-07-12T07:11:00Z,2015-07-12T15:46:00Z,1.0,Russia,Debris,,,,,,
N/A,SL-8 R/B,1981-033B,12389,2015-07-11T08:59:00Z,2015-07-11T22:25:00Z,2.0,Russia,R/B,,,,,,
N/A,SL-4 R/B,2015-031B,40714,2015-07-05T17:00:00Z,2015-07-05T21:45:00Z,1.0,Russia,R/B,,,,,,
2015-06-29T05:30:00Z,SL-6 R/B,1973-084D,6939,2015-06-29T04:14:00Z,2015-06-29T09:59:00Z,1.0,Russia,R/B,"Multiple Locations, USA",,,,,
N/A,SL-6 R/B,1992-040D,22020,2015-06-28T19:07:00Z,2015-06-29T01:33:00Z,2.0,Russia,R/B,,,,,,
N/A,Breeze-M Debris,2014-064C,40279,2015-06-17T09:00:00Z,2015-06-18T05:03:00Z,5.0,Russia,Debris,,,,,,
N/A,TRMM,1997-074A,25063,2015-06-15T18:19:00Z,2015-06-16T07:19:00Z,3.0,USA,Payload,,,,,,
N/A,CZ-2D R/B,2014-051C,40138,2015-06-13T20:22:00Z,2015-06-14T03:27:00Z,1.0,China,R/B,,,,,,
N/A,SL-4 R/B,2015-027B,40668,2015-06-09T16:44:00Z,2015-06-10T01:20:00Z,2.0,Russia,R/B,,,,,,
N/A,SL-24 R/B,2007-028B,31790,2015-06-02T04:38:00Z,2015-06-02T10:18:00Z,1.0,Russia,R/B,,,,,,
N/A,PSLV R/B,2009-019C,34809,2015-05-27T01:48:00Z,2015-05-27T13:19:00Z,3.0,India,R/B,,,,,,
N/A,Ariane 42P+ R/B,1992-084B,22254,2015-05-17T03:12:00Z,2015-05-17T07:55:00Z,1.0,France,R/B,,,,,,
N/A,Ariane 44LP R/B,2001-052B,26986,2015-05-12T09:18:00Z,2015-05-12T11:03:00Z,1.0,France,R/B,,,,,,
N/A,Progress-M 27M,2015-024A,40619,2015-05-07T16:34:00Z,2015-05-08T01:08:00Z,2.0,Russia,Payload,,,,,,
N/A,SL-4 R/B,2015-024B,40620,2015-04-29T00:35:00Z,2015-04-29T07:44:00Z,1.0,Russia,R/B,,,,,,
N/A,Falcon 9 R/B,2015-021B,40589,2015-04-22T15:30:00Z,2015-04-22T22:44:00Z,2.0,USA,R/B,,,,,,
N/A,SL-3 R/B,1980-093B,12072,2015-04-18T10:59:00Z,2015-04-18T15:43:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-6 R/B,1986-078D,17037,2015-03-30T10:28:00Z,2015-03-30T14:22:00Z,1.0,Russia,R/B,,,,,,
2015-03-29T12:49:00Z,SL-4 R/B,2015-016B,40543,2015-03-29T09:43:00Z,2015-03-29T14:26:00Z,1.0,Russia,R/B,"Nagano, Japan",,,,,
N/A,Ariane 44LP Debris,1992-060E,25668,2015-03-27T13:45:00Z,2015-03-28T00:35:00Z,3.0,France,Debris,,,,,,
N/A,Safir 1B R/B,2015-006B,40388,2015-03-07T06:57:00Z,2015-03-07T10:27:00Z,1.0,Iran,R/B,,,,,,
2015-02-24T05:54:00Z,CZ-4B R/B,2014-088B,40363,2015-02-24T04:17:00Z,2015-02-24T09:02:00Z,1.0,China,R/B,"Utah, USA",,,,,
N/A,SL-24 R/B,2006-029B,29253,2015-02-22T21:56:00Z,2015-02-23T00:45:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-4 R/B,2015-008B,40393,2015-02-18T22:05:00Z,2015-02-19T05:25:00Z,1.0,Russia,R/B,,,,,,
N/A,QuickBird 2,2001-047A,26953,2015-01-26T20:17:00Z,2015-01-27T01:59:00Z,1.0,USA,Payload,,,,,,
N/A,JB-3 B,2002-049A,27550,2015-01-22T12:19:00Z,2015-01-22T14:15:00Z,1.0,China,Payload,,,,,,
N/A,Falcon 9 R/B,2015-001B,40371,2015-01-12T19:50:00Z,2015-01-13T04:23:00Z,2.0,USA,R/B,,,,,,
N/A,SL-4 R/B,2014-087B,40361,2015-01-09T04:25:00Z,2015-01-09T08:39:00Z,1.0,Russia,R/B,,,,,,
2014-12-28T04:46:00Z,Falcon 9 R/B,2014-052B,40142,2014-12-27T23:21:00Z,2014-12-28T09:36:00Z,3.0,USA,R/B,Brazil,,,,,
N/A,Westar 6 R/B,1984-011F,14694,2014-12-22T12:45:00Z,2014-12-23T10:22:00Z,5.0,USA,R/B,,,,,,
N/A,Atlas 5 Centaur R/B,2007-006G,30778,2014-12-22T05:26:00Z,2014-12-22T09:58:00Z,1.0,USA,R/B,,,,,,
N/A,SL-6 R/B,2002-017D,27412,2014-12-17T23:13:00Z,2014-12-18T02:56:00Z,1.0,Russia,R/B,,,,,,
N/A,CZ-2C R/B,2009-021B,34840,2014-12-14T07:54:00Z,2014-12-14T12:50:00Z,1.0,China,R/B,,,,,,
2014-11-26T03:19:00Z,SL-4 R/B,2014-074B,40313,2014-11-26T03:12:00Z,2014-11-26T03:30:00Z,1.0,Russia,R/B,Hungary,,,,,
N/A,SL-8 R/B,2008-014B,32751,2014-11-22T23:33:00Z,2014-11-23T01:33:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-21 R/B,2006-019C,29159,2014-11-14T10:04:00Z,2014-11-14T14:16:00Z,1.0,Russia,R/B,,,,,,
N/A,Cosmos 1441,1983-010A,13818,2014-11-08T08:44:00Z,2014-11-08T10:55:00Z,1.0,Russia,Payload,,,,,,
N/A,SL-4 R/B,2014-067B,40293,2014-10-30T18:14:00Z,2014-10-31T02:47:00Z,2.0,Russia,R/B,,,,,,
N/A,SL-4 R/B,2014-041B,40096,2014-10-30T20:16:00Z,2014-10-31T02:03:00Z,1.0,Russia,R/B,,,,,,
N/A,Delta 2 R/B,1996-003B,23769,2014-10-30T04:30:00Z,2014-10-30T19:05:00Z,4.0,USA,R/B,,,,,,
N/A,Cosmos 1939,1988-032A,19045,2014-10-29T11:35:00Z,2014-10-29T16:28:00Z,1.0,Russia,Payload,,,,,,
N/A,CZ-4B R/B,2014-053C,40145,2014-10-23T03:48:00Z,2014-10-23T10:06:00Z,2.0,China,R/B,,,,,,
N/A,Ariane 44L R/B,1991-075B,21766,2014-10-20T04:56:00Z,2014-10-21T02:58:00Z,6.0,France,R/B,,,,,,
N/A,Breeze-M Debris,2013-077C,39489,2014-10-16T22:34:00Z,2014-10-18T11:17:00Z,9.0,Russia,Debris,,,,,,
N/A,Chibis-M,2011-062C,38051,2014-10-15T15:48:00Z,2014-10-15T20:40:00Z,2.0,Russia,Payload,,,,,,
2014-10-12T18:31:00Z,SL-3 R/B,1980-008B,11683,2014-10-12T15:16:00Z,2014-10-12T18:44:00Z,1.0,Russia,R/B,Svalbard,,,,,
N/A,SL-4 Debris,1989-076D,20247,2014-09-28T09:59:00Z,2014-09-28T11:51:00Z,1.0,Russia,Debris,,,,,,
N/A,N-1 R/B,1979-009C,25776,2014-09-27T13:15:00Z,2014-09-27T20:00:00Z,2.0,Japan,R/B,,,,,,
N/A,Ariane 5 Debris ,2008-018D,32770,2014-09-24T14:09:00Z,2014-09-25T10:31:00Z,5.0,France,Debris,,,,,,
N/A,SL-8 R/B,2007-030B,31798,2014-09-23T03:07:00Z,2014-09-23T08:21:00Z,1.0,Russia,R/B,,,,,,
2014-09-13T21:35:00Z,Cosmos 1400,1982-079A,13402,2014-09-13T16:01:00Z,2014-09-13T18:55:00Z,1.0,Russia,Payload,"Muonio, Finland",,,,,
N/A,Breeze-M Debris,2011-074D,37953,2014-09-08T23:44:00Z,2014-09-09T03:21:00Z,1.0,Russia,Debris,,,,,,
N/A,Yaogan 5,2008-064A,33456,2014-09-02T19:15:00Z,2014-09-02T21:11:00Z,1.0,China,Payload,,,,,,
N/A,Ariane 5 R/B,2010-065C,37239,2014-08-15T19:03:00Z,2014-08-16T03:53:00Z,2.0,France,R/B,,,,,,
N/A,Cosmos 1151,1980-005A,11671,2014-08-04T14:16:00Z,2014-08-04T18:25:00Z,1.0,Russia,Payload,,,,,,
N/A,Cosmos 903,1977-027A,9911,2014-08-04T04:23:00Z,2014-08-04T13:00:00Z,2.0,Russia,Payload,,,,,,
N/A,SL-4 R/B,2014-042B,40098,2014-07-25T08:42:00Z,2014-07-25T09:59:00Z,1.0,Russia,R/B,,,,,,
N/A,Antares R/B,2014-039B,40085,2014-07-19T03:40:00Z,2014-07-19T09:28:00Z,1.0,USA,R/B,,,,,,
2014-07-10T11:44:00Z,SL-4 R/B,2014-037J,40077,2014-07-10T10:24:00Z,2014-07-10T11:44:00Z,1.0,Russia,R/B,"Rosebery, NSW, Australia",,,,,
N/A,Atlas 5 Centaur R/B,2005-009B,32000,2014-06-30T08:11:00Z,2014-07-01T07:42:00Z,6.0,USA,R/B,,,,,,
N/A,Delta 1 R/B,1975-038D,7794,2014-06-23T12:21:00Z,2014-06-23T17:58:00Z,1.0,USA,R/B,,,,,,
N/A,Atlas 2AS Centaur R/B,2004-017B,28253,2014-06-16T15:50:00Z,2014-06-16T20:41:00Z,1.0,USA,R/B,,,,,,
N/A,H-2A R/B,2014-009J,39580,2014-06-16T02:16:00Z,2014-06-16T04:57:00Z,1.0,Japan,R/B,,,,,,
N/A,GSLV R/B,2014-001B,39499,2014-06-07T18:51:00Z,2014-06-08T06:53:00Z,3.0,India,R/B,,,,,,
N/A,SL-4 R/B,2014-031B,39776,2014-05-31T09:29:00Z,2014-05-31T10:53:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-3 R/B,1980-069B,11933,2014-05-22T00:03:00Z,2014-05-22T04:54:00Z,1.0,Russia,R/B,,,,,,
N/A,TIROS 2,1960-016A,63,2014-05-17T20:11:00Z,2014-05-18T12:01:00Z,4.0,USA,Payload,,,,,,
N/A,SL-4 R/B,2014-025B,39733,2014-05-10T00:19:00Z,2014-05-10T04:40:00Z,1.0,Russia,R/B,,,,,,
N/A,SSN-23 R/B,1998-042C,25391,2014-05-08T22:53:00Z,2014-05-09T06:43:00Z,2.0,Russia,R/B,,,,,,
N/A,Cosmos 1242,1981-008A,12154,2014-05-08T18:15:00Z,2014-05-09T00:48:00Z,2.0,Russia,Payload,,,,,,
N/A,SL-4 R/B,2013-078D,39493,2014-05-07T21:39:00Z,2014-05-08T03:22:00Z,1.0,Russia,R/B,,,,,,
N/A,M-3S2 R/B,1991-062B,21695,2014-05-02T14:12:00Z,2014-05-03T00:14:00Z,3.0,Japan,R/B,,,,,,
N/A,SL-8 R/B,2008-036B,33245,2014-05-01T18:02:00Z,2014-05-01T23:03:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-8 R/B,2007-053B,32284,2014-04-16T12:41:00Z,2014-04-16T17:40:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-4 R/B,2014-018B,39649,2014-04-11T06:52:00Z,2014-04-11T09:47:00Z,1.0,Russia,R/B,,,,,,
N/A,Ariane 44L R/B,1999-071B,26039,2014-04-10T13:29:00Z,2014-04-11T09:00:00Z,5.0,France,R/B,,,,,,
N/A,SL-8 R/B,2006-060B,29659,2014-03-30T21:36:00Z,2014-03-31T01:45:00Z,2.0,Russia,R/B,,,,,,
N/A,SL-4 R/B,2014-013B,39623,2014-03-28T16:38:00Z,2014-03-28T18:03:00Z,4.0,Russia,R/B,,,,,,
N/A,Minotaur R/B,2000-042B,26415,2014-03-23T22:03:00Z,2014-03-24T02:16:00Z,1.0,USA,R/B,,,,,,
N/A,CZ-2C R/B,2011-072B,37942,2014-03-19T10:33:00Z,2014-03-19T11:04:00Z,1.0,China,R/B,,,,,,
N/A,Ariane 42P R/B,1999-042B,25881,2014-03-10T00:17:00Z,2014-03-10T04:15:00Z,1.0,France,R/B,,,,,,
N/A,Delta 1 R/B,1961-017B,165,2014-02-18T18:52:00Z,2014-02-18T21:09:00Z,1.0,USA,R/B,,,,,,
2014-02-16T01:40:00Z,Cosmos 1220,1980-089A,12054,2014-02-15T22:09:00Z,2014-02-16T05:23:00Z,2.0,Russia,Payload,"Jeddah, Saudi Arabia",,,,,
N/A,SL-4 R/B,2014-005B,39507,2014-02-07T12:15:00Z,2014-02-07T14:17:00Z,1.0,Russia,R/B,,,,,,
N/A,BSAT-2b,2001-029B,26864,2014-01-28T06:44:00Z,2014-01-28T11:20:00Z,1.0,Japan,Payload,,,,,,
N/A,Antares R/B,2014-003B,39503,2014-01-17T20:50:00Z,2014-01-18T02:45:00Z,1.0,USA,R/B,,,,,,
2014-01-16T20:08:00Z,CZ-3B R/B,2008-028B,33052,2014-01-16T17:33:00Z,2014-01-16T19:42:00Z,1.0,China,R/B,"Jeddah, Saudi Arabia",,,,,
N/A,Molniya 3-45,1993-049A,22729,2013-12-31T05:39:00Z,2013-12-31T09:05:00Z,1.0,Russia,Payload,,,,,,
N/A,Delta 2 R/B,2006-042B,29487,2013-12-26T20:46:00Z,2013-12-27T03:02:00Z,2.0,USA,R/B,,,,,,
N/A,Cosmos 2393,2002-059A,27613,2013-12-21T17:29:00Z,2013-12-22T01:42:00Z,2.0,Russia,Payload,,,,,,
N/A,Delta 2 R/B,1992-019B,21931,2013-12-14T11:54:00Z,2013-12-15T08:09:00Z,5.0,USA,R/B,,,,,,
N/A,SZ-10 Module,2013-029H,39193,2013-12-01T05:35:00Z,2013-12-01T07:30:00Z,1.0,China,Debris,,,,,,
N/A,SL-4 R/B,2013-069B,39457,2013-11-27T13:54:00Z,2013-11-28T07:29:00Z,4.0,Russia,R/B,,,,,,
N/A,Minotaur 5 R/B,2013-047B,39248,2013-11-26T15:14:00Z,2013-11-27T07:20:00Z,4.0,USA,R/B,,,,,,
N/A,SL-3 R/B,1978-045B,10861,2013-11-15T15:13:00Z,2013-11-15T21:38:00Z,2.0,Russia,R/B,,,,,,
2013-11-11T00:16:00Z,GOCE,2009-013A,34602,2013-11-10T23:03:00Z,2013-11-11T00:21:00Z,1.0,ESA,Payload,Falkland Islands,,,,,
N/A,SL-4 R/B,2013-061B,39374,2013-11-08T21:10:00Z,2013-11-09T03:42:00Z,2.0,Russia,R/B,,,,,,
N/A,Atlas 2A Centaur R/B,2000-022B,26353,2013-11-07T16:17:00Z,2013-11-07T22:27:00Z,2.0,USA,R/B,,,,,,
N/A,Atlas Centaur R/B,2000-028B,26370,2013-10-27T00:24:00Z,2013-10-27T12:38:00Z,3.0,USA,R/B,,,,,,
N/A,OE (ASTRO),2007-006A,30772,2013-10-25T10:12:00Z,2013-10-25T12:57:00Z,1.0,USA,Payload,,,,,,
